Id,Action
993,0.999
994,0.998
995,0.966
996,0.994
997,0.533
998,0.992
999,1
1000,0.987
1001,0.854
1002,0.853
1003,0.999
1004,0.999
1005,0.993
1006,0.893
1007,0.973
1008,0.994
1009,0.986
1010,0.999
1011,0.999
1012,0.993
1013,0.983
1014,0.997
1015,0.524
1016,0.981
1017,0.04
1018,0.988
1019,0.969
1020,0.993
1021,0.997
1022,0.821
1023,0.988
1024,0.99
1025,0.986
1026,0.716
1027,0.994
1028,0.997
1029,0.997
1030,0.997
1031,0.993
1032,1
1033,0.974
1034,0.836
1035,0.99
1036,0.995
1037,0.992
1038,0.97
1039,0.974
1040,0.985
1041,1
1042,0.967
1043,0.002
1044,0.731
1045,0.871
1046,0.992
1047,0.408
1048,0.963
1049,0.066
1050,0.998
1051,0.999
1052,1
1053,1
1054,0.892
1055,0.91
1056,0.986
1057,0.452
1058,0.974
1059,0.992
1060,0.985
1061,0.933
1062,0.955
1063,0.957
1064,0.991
1065,0.994
1066,1
1067,1
1068,0.983
1069,0.924
1070,0.992
1071,0.14
1072,0.999
1073,0.871
1074,1
1075,1
1076,0.991
1077,0.998
1078,0.963
1079,0.999
1080,0.931
1081,0.997
1082,0.998
1083,0.99
1084,0.992
1085,0.988
1086,1
1087,0.999
1088,0.96
1089,0.884
1090,0.981
1091,0.879
1092,0.977
1093,0.993
1094,0.977
1095,1
1096,0.987
1097,0.999
1098,0.979
1099,1
1100,0.923
1101,0.771
1102,0.791
1103,0.988
1104,0.993
1105,0.991
1106,0.999
1107,0.995
1108,0.997
1109,1
1110,0.993
1111,0.999
1112,0.998
1113,1
1114,0.852
1115,0.982
1116,0.991
1117,0.947
1118,0.974
1119,0.964
1120,0.761
1121,0.986
1122,0.247
1123,0.85
1124,0.769
1125,0.992
1126,0.993
1127,1
1128,0.932
1129,1
1130,0.999
1131,0.99
1132,0.972
1133,0.813
1134,1
1135,0.513
1136,0.725
1137,0.955
1138,1
1139,0.995
1140,0.725
1141,0.951
1142,0.991
1143,0.87
1144,0.995
1145,0.992
1146,0.998
1147,0.987
1148,0.878
1149,0.994
1150,0.95
1151,0.995
1152,0.989
1153,0.947
1154,0.799
1155,1
1156,0.93
1157,0.993
1158,0.839
1159,1
1160,0.991
1161,0.919
1162,0.993
1163,0.96
1164,0.949
1165,0.984
1166,0.993
1167,1
1168,0.754
1169,0.931
1170,0.999
1171,1
1172,0.951
1173,0.994
1174,0.777
1175,1
1176,0.985
1177,0.927
1178,0.982
1179,0.998
1180,0.465
1181,0.765
1182,0.855
1183,0.96
1184,0.97
1185,0.973
1186,0.994
1187,0.969
1188,0.12
1189,0.999
1190,0.99
1191,0.998
1192,0.966
1193,0.993
1194,0.951
1195,0.865
1196,0.956
1197,0.998
1198,0.921
1199,0.995
1200,0.999
1201,0.955
1202,0.977
1203,0.973
1204,0.997
1205,0.989
1206,0.989
1207,0.854
1208,0.999
1209,0.079
1210,0.941
1211,0.936
1212,0.978
1213,0.99
1214,0.993
1215,0.988
1216,0.931
1217,0.982
1218,0.856
1219,0.952
1220,0.794
1221,0.995
1222,0.911
1223,0.949
1224,0.373
1225,0.985
1226,0.978
1227,1
1228,0.969
1229,0.997
1230,1
1231,0.995
1232,0.883
1233,0.99
1234,0.995
1235,1
1236,0.998
1237,0.998
1238,0.989
1239,0.994
1240,0.955
1241,0.847
1242,0.997
1243,0.994
1244,0.998
1245,0.993
1246,0.608
1247,0.835
1248,1
1249,0.875
1250,0.997
1251,0.906
1252,0.704
1253,0.993
1254,0.998
1255,0.997
1256,1
1257,0.993
1258,0.991
1259,0.988
1260,0.975
1261,0.947
1262,0.998
1263,0.941
1264,0.945
1265,0.975
1266,0.971
1267,0.985
1268,0.938
1269,0.979
1270,0.996
1271,0.999
1272,0.984
1273,0.965
1274,0.979
1275,0.994
1276,0.989
1277,1
1278,0.987
1279,0.995
1280,0.908
1281,0.982
1282,0.993
1283,0.968
1284,0.945
1285,0.913
1286,0.887
1287,0.845
1288,0.963
1289,0.691
1290,0.989
1291,1
1292,0.952
1293,0.976
1294,0.884
1295,1
1296,0.854
1297,0.998
1298,0.548
1299,0.996
1300,0.904
1301,0.998
1302,0.921
1303,0.992
1304,0.994
1305,0.99
1306,0.938
1307,0.998
1308,0.993
1309,0.996
1310,0.973
1311,0.974
1312,0.989
1313,0.275
1314,0.99
1315,0.993
1316,1
1317,0.941
1318,0.982
1319,0.998
1320,0.16
1321,0.995
1322,0.987
1323,0.994
1324,0.999
1325,0.959
1326,1
1327,0.82
1328,0.987
1329,0.719
1330,0.997
1331,0.996
1332,0.985
1333,0.646
1334,0.975
1335,0.648
1336,0.996
1337,1
1338,0.984
1339,0.757
1340,0.981
1341,0.891
1342,0.999
1343,0.998
1344,0.995
1345,0.999
1346,0.997
1347,1
1348,0.905
1349,0.934
1350,1
1351,0.755
1352,0.984
1353,0.911
1354,0.986
1355,0.896
1356,0.982
1357,0.989
1358,0.908
1359,0.101
1360,0.956
1361,0.998
1362,0.986
1363,1
1364,0.852
1365,0.822
1366,0.997
1367,0.991
1368,1
1369,0.994
1370,0.889
1371,1
1372,0.54
1373,0.589
1374,0.989
1375,0.994
1376,0.994
1377,0.888
1378,0.97
1379,0.905
1380,0.998
1381,1
1382,0.955
1383,1
1384,0.98
1385,0.962
1386,0.981
1387,0.995
1388,0.95
1389,1
1390,1
1391,0.354
1392,0.999
1393,0.908
1394,0.97
1395,0.768
1396,0.988
1397,0.998
1398,0.895
1399,0.939
1400,0.989
1401,0.987
1402,0.994
1403,0.784
1404,0.913
1405,0.81
1406,0.975
1407,0.948
1408,1
1409,0.372
1410,0.977
1411,0.998
1412,0.987
1413,0.265
1414,0.126
1415,0.961
1416,0.999
1417,0.683
1418,0.997
1419,0.997
1420,0.993
1421,1
1422,0.985
1423,0.986
1424,0.996
1425,0.931
1426,0.999
1427,0.998
1428,0.866
1429,0.147
1430,0.917
1431,0.99
1432,0.985
1433,0.108
1434,0.561
1435,0.994
1436,0.998
1437,0.979
1438,0.997
1439,0.92
1440,0.901
1441,0.751
1442,1
1443,0.971
1444,0.999
1445,0.992
1446,0.942
1447,0.939
1448,0.863
1449,0.996
1450,0.858
1451,0.933
1452,0.991
1453,0.963
1454,0.783
1455,0.998
1456,0.908
1457,0.967
1458,0.989
1459,0.995
1460,0.994
1461,0.999
1462,0.065
1463,0.995
1464,0.304
1465,0.999
1466,0.996
1467,0.99
1468,0.948
1469,0.97
1470,0.984
1471,1
1472,0.837
1473,0.859
1474,0.995
1475,0.999
1476,1
1477,0.995
1478,0.994
1479,0.913
1480,0.905
1481,1
1482,0.9
1483,0.947
1484,0.881
1485,0.983
1486,0.992
1487,0.989
1488,0.871
1489,0.982
1490,0.869
1491,0.997
1492,0.954
1493,0.986
1494,0.788
1495,0.998
1496,0.908
1497,0.995
1498,0.978
1499,0.877
1500,0.995
1501,0.998
1502,0.935
1503,0.974
1504,0.979
1505,0.897
1506,0.97
1507,0.998
1508,0.956
1509,1
1510,0.999
1511,0.995
1512,0.954
1513,0.989
1514,0.926
1515,0.964
1516,0.741
1517,0.805
1518,0.829
1519,0.999
1520,0.936
1521,0.998
1522,0.776
1523,0.953
1524,0.675
1525,0.998
1526,1
1527,0.993
1528,0.962
1529,0.971
1530,0.999
1531,0.988
1532,0.955
1533,0.981
1534,0.994
1535,0.999
1536,0.989
1537,0.997
1538,0.999
1539,0.975
1540,0.994
1541,0.999
1542,0.991
1543,0.98
1544,0.909
1545,0.989
1546,0.983
1547,0.969
1548,0.99
1549,0.997
1550,0.992
1551,0.976
1552,0.993
1553,0.984
1554,0.997
1555,0.965
1556,0.996
1557,0.982
1558,0.994
1559,0.961
1560,0.987
1561,0.998
1562,0.951
1563,0.694
1564,0.974
1565,0.987
1566,0.923
1567,1
1568,0.991
1569,0.95
1570,0.446
1571,0.888
1572,0.989
1573,0.158
1574,0.999
1575,0.925
1576,0.98
1577,0.888
1578,0.998
1579,0.997
1580,0.552
1581,0.91
1582,0.972
1583,0.969
1584,0.998
1585,0.985
1586,1
1587,0.997
1588,0.908
1589,0.999
1590,1
1591,0.857
1592,0.993
1593,0.92
1594,0.879
1595,0.001
1596,0.937
1597,0.982
1598,0.994
1599,0.328
1600,0.996
1601,0.909
1602,0.956
1603,0.967
1604,0.973
1605,0.994
1606,0.942
1607,0.918
1608,0.419
1609,0.984
1610,0.894
1611,1
1612,0.981
1613,0.991
1614,0.995
1615,1
1616,1
1617,0.146
1618,0.986
1619,1
1620,0.875
1621,0.776
1622,0.874
1623,0.928
1624,0.992
1625,0.972
1626,0.987
1627,0.536
1628,0.979
1629,0.745
1630,0.969
1631,1
1632,0.974
1633,0.845
1634,1
1635,0.975
1636,0.946
1637,0.989
1638,0.999
1639,0.998
1640,0.893
1641,1
1642,0.968
1643,0.999
1644,0.983
1645,0.905
1646,0.997
1647,0.96
1648,0.998
1649,0.901
1650,1
1651,0.838
1652,0.996
1653,0.909
1654,0.988
1655,0.972
1656,0.981
1657,0.993
1658,0.981
1659,0.819
1660,0.999
1661,0.999
1662,0.998
1663,0.997
1664,0.984
1665,0.983
1666,0.995
1667,0.871
1668,1
1669,0.993
1670,0.99
1671,0.64
1672,0.999
1673,0.902
1674,0.999
1675,0.146
1676,0.001
1677,0.808
1678,0.999
1679,0.992
1680,0.993
1681,0.611
1682,1
1683,0.988
1684,0.507
1685,0.855
1686,0.992
1687,0.972
1688,0.982
1689,0.976
1690,1
1691,0.999
1692,1
1693,0.996
1694,0.66
1695,0.998
1696,0.998
1697,0.988
1698,0.423
1699,0.998
1700,0.998
1701,0.987
1702,0.999
1703,0.997
1704,0.998
1705,0.992
1706,0.855
1707,0.97
1708,0.962
1709,0.995
1710,0.999
1711,0.963
1712,1
1713,0
1714,0.981
1715,0.887
1716,0.927
1717,0.956
1718,0
1719,0.996
1720,0.999
1721,0.995
1722,0.81
1723,0.94
1724,0.974
1725,0.994
1726,0.996
1727,0.997
1728,0.982
1729,0.984
1730,0.997
1731,0.988
1732,0.998
1733,0.996
1734,0.99
1735,0.996
1736,0.8
1737,0.916
1738,0.995
1739,0.999
1740,0.995
1741,0.966
1742,0.995
1743,0.935
1744,0.925
1745,0.985
1746,0.999
1747,0.995
1748,0.949
1749,0.997
1750,0.996
1751,0.965
1752,0.907
1753,1
1754,0.99
1755,0.946
1756,0.993
1757,0.934
1758,0.994
1759,0.993
1760,0.971
1761,0.556
1762,0.958
1763,0.986
1764,0.931
1765,0.994
1766,0.987
1767,0.899
1768,0.036
1769,0.933
1770,0.95
1771,0.997
1772,0.999
1773,0.908
1774,0.869
1775,0.997
1776,0.823
1777,0.946
1778,0.492
1779,1
1780,0.817
1781,0.936
1782,0.743
1783,0.997
1784,0.971
1785,0.995
1786,0.999
1787,0.961
1788,0.995
1789,0.971
1790,0.994
1791,0.633
1792,1
1793,0.979
1794,0.519
1795,0.997
1796,0.856
1797,0.848
1798,0.998
1799,0.998
1800,0.99
1801,0.991
1802,0.999
1803,0.98
1804,0.998
1805,0.807
1806,0.987
1807,0.997
1808,0.998
1809,1
1810,0.957
1811,0.994
1812,0.997
1813,0.316
1814,0.968
1815,0.9
1816,0.994
1817,0.974
1818,1
1819,0.997
1820,1
1821,0.971
1822,0.996
1823,0.82
1824,0.349
1825,0.996
1826,0.991
1827,1
1828,0.941
1829,0.993
1830,0.869
1831,0.99
1832,1
1833,0.969
1834,0.869
1835,0.968
1836,0.954
1837,0.992
1838,0.996
1839,0.777
1840,0.923
1841,0.996
1842,0.993
1843,0.985
1844,0.997
1845,0.986
1846,0.856
1847,0.998
1848,0.979
1849,0.997
1850,0.958
1851,0.884
1852,0.961
1853,0.182
1854,0.941
1855,0.991
1856,0.997
1857,0.99
1858,0.543
1859,0.977
1860,0.413
1861,0.944
1862,0.996
1863,0.942
1864,0.93
1865,0.997
1866,1
1867,0.978
1868,0.99
1869,0.932
1870,0.94
1871,0.966
1872,0.949
1873,0.288
1874,0.908
1875,0.188
1876,0.984
1877,0.852
1878,0.659
1879,0.999
1880,0.99
1881,0.994
1882,0.934
1883,0.995
1884,0.01
1885,0.965
1886,0.946
1887,0.708
1888,1
1889,0.995
1890,0.998
1891,0.748
1892,0.972
1893,0.99
1894,1
1895,0.879
1896,0.999
1897,0.942
1898,0.997
1899,0.754
1900,0.999
1901,0.436
1902,0.979
1903,0.983
1904,0.999
1905,0.98
1906,0.974
1907,0.986
1908,0.934
1909,0.995
1910,0.965
1911,0.962
1912,1
1913,0.974
1914,0.982
1915,0.98
1916,0.931
1917,0.98
1918,0.983
1919,0.945
1920,0.727
1921,0.882
1922,1
1923,0.997
1924,0.833
1925,0.997
1926,0.975
1927,0.922
1928,1
1929,1
1930,0.963
1931,0.883
1932,0.723
1933,0.995
1934,0.913
1935,0.983
1936,0.931
1937,0.986
1938,1
1939,0.992
1940,0.943
1941,0.983
1942,1
1943,0.992
1944,0.937
1945,0.995
1946,0.992
1947,0.972
1948,0.978
1949,0.9
1950,0.95
1951,0.988
1952,0.933
1953,0.978
1954,0.982
1955,0.997
1956,0.976
1957,0.133
1958,0.952
1959,0.954
1960,0.986
1961,0.952
1962,0.993
1963,0.948
1964,0.916
1965,0.974
1966,0.886
1967,0.993
1968,0.298
1969,0.875
1970,0.991
1971,0.182
1972,0.942
1973,0.994
1974,0.96
1975,0.979
1976,0.914
1977,0.883
1978,0.995
1979,0.95
1980,0.992
1981,0.927
1982,0.998
1983,0.912
1984,0.994
1985,0.924
1986,0.988
1987,0.741
1988,0.977
1989,0.987
1990,0.966
1991,0.881
1992,0.998
1993,0.999
1994,0.989
1995,0.996
1996,0.999
1997,1
1998,0.965
1999,0.976
2000,0.871
2001,0.921
2002,0.934
2003,0.962
2004,0.977
2005,0.987
2006,0.991
2007,0.644
2008,0.905
2009,0.987
2010,0.987
2011,0.961
2012,0.966
2013,0.999
2014,0.987
2015,0.999
2016,0.965
2017,0.993
2018,1
2019,0.996
2020,0.943
2021,0.992
2022,0.011
2023,0.988
2024,0.974
2025,0.986
2026,0.922
2027,0.994
2028,0.812
2029,0.99
2030,0.803
2031,1
2032,0.926
2033,0.999
2034,0.992
2035,0.902
2036,0.959
2037,0.995
2038,0.998
2039,0.863
2040,0.985
2041,0.906
2042,0.999
2043,0.991
2044,0.165
2045,0.999
2046,0.885
2047,0.925
2048,0.978
2049,0.999
2050,1
2051,0.959
2052,0.947
2053,0.997
2054,0.986
2055,0.924
2056,0.725
2057,0.965
2058,0.999
2059,1
2060,0.975
2061,0.958
2062,0.994
2063,0.998
2064,0.947
2065,1
2066,0.962
2067,0.001
2068,0.927
2069,0.985
2070,0.99
2071,0.946
2072,0.995
2073,0.994
2074,0.999
2075,0.716
2076,0.997
2077,0.996
2078,0.585
2079,0.853
2080,0.982
2081,0.95
2082,0.998
2083,0.976
2084,0.707
2085,0.935
2086,0.986
2087,0.887
2088,0.999
2089,0.981
2090,0.957
2091,0.99
2092,0.998
2093,0.981
2094,0.988
2095,0.92
2096,0.977
2097,0.926
2098,0.939
2099,0.983
2100,0.974
2101,0.998
2102,0.989
2103,0.804
2104,0.994
2105,0.979
2106,0.994
2107,0.987
2108,1
2109,0.343
2110,0.975
2111,0.968
2112,0.029
2113,0.997
2114,0.996
2115,0.944
2116,1
2117,0.852
2118,0.91
2119,0.995
2120,0.413
2121,0.634
2122,0.991
2123,1
2124,0.998
2125,0.998
2126,0.996
2127,0.987
2128,0.996
2129,0.964
2130,0.613
2131,0.997
2132,0.696
2133,0.91
2134,0.999
2135,0.843
2136,0.997
2137,0.898
2138,0.915
2139,0.718
2140,1
2141,0.952
2142,0.993
2143,0.979
2144,0.998
2145,0.848
2146,0.968
2147,0.947
2148,0.996
2149,0.958
2150,1
2151,0.919
2152,0.935
2153,0.931
2154,0.849
2155,0.985
2156,1
2157,0.979
2158,0.98
2159,0.999
2160,0.999
2161,0.993
2162,0.824
2163,0.963
2164,0.994
2165,0.972
2166,0.995
2167,1
2168,0.952
2169,0.966
2170,1
2171,0.862
2172,0.967
2173,0.985
2174,0.997
2175,0.886
2176,0.98
2177,0.995
2178,0.935
2179,0.997
2180,0.998
2181,0.969
2182,0.996
2183,0.981
2184,0.998
2185,0.834
2186,0.927
2187,0.995
2188,0.981
2189,0.999
2190,0.999
2191,0.99
2192,0.991
2193,0.989
